last_name, first_name,player_id,year,xwoba,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,out_zone_percent,in_zone_percent,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,fastball_avg_break_x,fastball_avg_break_z,fastball_avg_break,n_breaking_formatted,breaking_avg_speed,breaking_avg_spin,breaking_avg_break_x,breaking_avg_break_z,n_offspeed_formatted,offspeed_avg_speed,offspeed_avg_spin,offspeed_avg_break_x,offspeed_avg_break_z,
Moll, Sam,594580,2022,.269,87.6,9.5,5.2,61.6,17.3,23.7,43.2,50.5,49.5,0.3,92.9,2368,3.3,-20.8,,,,,,,,,,,,,,,,,44.4,93.3,2524,13.3,-27.9,,,,,,,,,,,,44.6,93.3,2523,13.2,-27.9,14.1,55.4,81.7,3182,-17.3,-43.9,,,,,,
deGrom, Jacob,594798,2022,.234,89.3,15.2,9.3,74.4,32.5,37.8,56.8,53.4,46.6,47.4,98.9,2516,-9.5,-11.3,39.3,92.6,2580,3.6,-26.4,8.2,92,1613,-13.2,-26.1,5.1,83.4,2691,7.3,-41.6,8,,,,,,,,,,,,,,,,,47.4,98.9,2516,-9.5,-11.3,19.4,44.4,91.6,2593,4,-28.2,8.2,92,1613,-13.2,-26.1,
Gonzales, Marco,594835,2022,.330,86.7,14.5,7.2,70.7,14.6,32.8,25.6,52,48,36.5,88.4,1986,12.2,-20.3,,,,,,30.5,79.4,2114,17.3,-36.7,13.4,76.6,2114,-6.3,-59.8,14.6,,,,,,19.6,86.1,2030,2.3,-25.2,,,,,,,56.1,87.6,2001,8.7,-22,16.7,13.4,76.6,2114,-6.3,-59.8,30.5,79.4,2114,17.3,-36.7,
Okert, Steven,595345,2022,.280,86.8,19.9,5.6,64.4,21.7,28.2,46.4,51.2,48.8,31.9,93.7,2235,10,-16.5,68.1,82,2486,-10.2,-35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,93.7,2235,10,-16.5,18,68.1,82,2486,-10.2,-35.9,,,,,,
Beede, Tyler,595881,2022,.338,88.7,9.1,5.2,68,13.4,24.7,35.6,55,45,23.7,95.8,2081,-11,-16.8,15.3,88,2068,1.5,-32.7,26.4,84.8,1617,-15.6,-34.3,11.5,79.1,2060,8.7,-56.4,15.3,23.1,95.6,2127,-15.7,-20.8,,,,,,,,,,,,46.8,95.7,2104,-13.3,-18.8,17.7,26.8,84.2,2065,4.6,-42.9,26.4,84.8,1617,-15.6,-34.3,
Junis, Jakob,596001,2022,.316,88.9,12.1,7.4,60.8,13.7,28.6,40.2,46.8,53.2,0.5,90.8,2210,-4.5,-20.4,50.4,83.1,2475,13.3,-38.9,16,84.7,1395,-9.8,-33.3,,,,,,,32,91.9,2189,-12.9,-24.1,1.1,85.6,2427,6.1,-32.4,,,,,,,33.6,91.7,2197,-12.2,-24.3,15.3,50.4,83.1,2475,13.3,-38.9,16,84.7,1395,-9.8,-33.3,
Norris, Daniel,596057,2022,.327,89.1,12,10.8,61.9,18.9,27.6,53.2,55.2,44.8,34.4,91.2,2351,7.4,-15.5,,,,,,27.9,86.7,1426,13.1,-37.3,1.5,76.1,2402,-6.7,-61.2,15,7.8,90.9,2252,15.7,-22.7,,,,,,,,,,,,42.2,91.1,2332,9,-16.9,19,29.8,79.7,2617,-13.1,-43.6,27.9,86.7,1426,13.1,-37.3,
Peters, Dillon,596071,2022,.327,88.8,13.8,6.6,63.4,16,30.2,28.3,51.7,48.3,23.3,92.9,2305,4.8,-15.1,11,84.7,2377,-3.8,-38.8,24.1,84.8,1543,12.6,-28.1,14.5,77.3,2906,-11.7,-56.6,15.9,27,92.5,2190,13.4,-19.3,,,,,,,,,,,,50.3,92.7,2243,9.4,-17.4,18,25.6,80.5,2678,-8.3,-48.9,24.1,84.8,1543,12.6,-28.1,
Stephenson, Robert,596112,2022,.336,90.6,21,9,71.6,17.2,34.5,49.7,51.1,48.9,47.8,96.8,2389,-11.4,-14,50.5,83.9,2914,5.2,-41.3,,,,,,1.1,77.5,2936,11.5,-56.3,15.9,,,,,,,,,,,0.5,88.1,1521,-11.2,-27.4,13.7,47.8,96.8,2389,-11.4,-14,19,51.6,83.8,2914,5.3,-41.6,0.5,88.1,1521,-11.2,-27.4,
Weaver, Luke,596133,2022,.356,91.5,11.2,10.8,75.7,16,30.8,38.9,50.9,49.1,59.6,94.9,2372,-8.8,-14.1,9.7,84.6,2291,4.8,-41,25.9,86.9,1664,-14.6,-30.7,2.9,80.1,2264,5.7,-51.3,10.6,0.7,94.7,2332,-15.6,-15.1,1.1,88.1,2327,0.5,-26.8,,,,,,,61.4,94.7,2371,-8.7,-14.4,18.6,12.6,83.6,2285,5,-43.4,25.9,86.9,1664,-14.6,-30.7,
Gomber, Austin,596295,2022,.330,88.1,12.4,8.5,69.9,15.1,27.4,39.9,49.3,50.7,40.7,91,2156,6.3,-15.6,24.6,84.3,2391,-5,-34.7,17.6,82,1644,9.8,-29.8,17.1,75.8,2497,-7,-61.6,15.7,,,,,,,,,,,,,,,,,40.7,91,2156,6.3,-15.6,18.5,41.7,80.8,2435,-5.8,-45.7,17.6,82,1644,9.8,-29.8,
Barnes, Matt,598264,2022,.320,91.1,11.1,8.5,64,17.4,25.9,51,54.7,45.3,45.9,95,2249,-10.9,-13.7,,,,,,7.2,87.2,2061,-18.1,-27.8,46.9,84.1,2049,3.7,-48.9,11,,,,,,,,,,,,,,,,,45.9,95,2249,-10.9,-13.7,20.1,46.9,84.1,2049,3.7,-48.9,7.2,87.2,2061,-18.1,-27.8,
Ramirez, Noe,598287,2022,.316,87.8,14.8,8.9,65.1,20.8,30.3,40.6,52.4,47.6,37.6,89.7,2187,-10.4,-22.7,,,,,,30.8,84,2020,-14.2,-43.4,31.6,78,2523,9.8,-46.3,10.2,,,,,,,,,,,,,,,,,37.6,89.7,2187,-10.4,-22.7,15.5,31.6,78,2523,9.8,-46.3,30.8,84,2020,-14.2,-43.4,
Leclerc, Jose,600917,2022,.278,86.6,24.2,6.7,71.8,24.2,33.1,55.1,61,39,36.6,96.5,2639,-4,-11.4,35.4,83.3,2583,9.5,-37.8,22,89.7,2153,-13.5,-23.1,,,,,,,,,,,,6,89.2,2781,5.1,-30.8,,,,,,,42.6,95.4,2659,-2.7,-14.1,17,35.4,83.3,2583,9.5,-37.8,22,89.7,2153,-13.5,-23.1,
Machado, Andres,600921,2022,.352,89.5,9.9,8.6,68,17.2,32.4,36.9,52.1,47.9,30.6,95.6,2113,-7,-13.6,20,87.1,2010,5.1,-32.6,15.6,88.9,1519,-11.6,-29.4,,,,,,,33.8,95,2039,-15.4,-18.7,,,,,,,,,,,,64.4,95.3,2074,-11.4,-16.3,18.7,20,87.1,2010,5.1,-32.6,15.6,88.9,1519,-11.6,-29.4,
Pivetta, Nick,601713,2022,.332,90.7,15.2,9,68.3,17.5,25.8,40.4,48.8,51.2,51,93.4,2310,-5.1,-10.9,19.7,85.8,2319,5.8,-33.6,2.3,87.1,1170,-8.3,-27.5,27.1,77.2,2710,7.9,-65.3,20.2,,,,,,,,,,,,,,,,,51,93.4,2310,-5.1,-10.9,21.3,46.7,80.8,2546,7,-52,2.3,87.1,1170,-8.3,-27.5,
Barlow, Scott,605130,2022,.270,86.3,11,6.9,56.6,16.7,37.2,52.5,55.6,44.4,23.6,93.6,2403,-3.6,-19.2,44.6,84.2,2482,8.1,-39.4,,,,,,31.6,78.6,2515,16.2,-53.4,18.5,0.3,92.6,2129,-13.7,-25.6,,,,,,,,,,,,23.9,93.6,2400,-3.8,-19.3,12.7,76.1,81.9,2496,11.5,-45.2,,,,,,
Bassitt, Chris,605135,2022,.290,85.7,10.8,6.6,65.1,19.6,25.4,35.1,47,53,13.1,93.2,2191,-5.5,-17.8,8,82.7,2345,6.9,-38.8,6.1,85.4,1824,-16.2,-30.9,13.9,71.6,2330,14.9,-68,20.4,33.5,92.8,2118,-16.1,-22.5,17.3,89,2262,2.5,-25.6,,,,,,,63.9,91.9,2172,-8.9,-22.4,15.5,30.1,75.5,2331,13.8,-54.9,6.1,85.4,1824,-16.2,-30.9,
Brebbia, John,605154,2022,.291,87.8,17.1,6.5,73.6,18.4,29.1,37.5,47.9,52.1,46.2,94.4,2309,-10.1,-13.4,53.8,84,2548,5.9,-35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,94.4,2309,-10.1,-13.4,20.2,53.8,84,2548,5.9,-35.4,,,,,,
Bundy, Dylan,605164,2022,.322,88.9,18.6,8.9,68.5,14.6,33.9,35.8,47.2,52.8,39.7,89,2352,-4.5,-15.3,24,79.1,2404,5.3,-44.4,18.7,81.1,1361,-12.2,-35.3,10.6,72.2,2148,8.2,-63.4,13.8,7,89.7,2194,-12.1,-17,,,,,,,,,,,,46.7,89.1,2329,-5.7,-15.6,20.1,34.6,77,2325,6.2,-50.2,18.7,81.1,1361,-12.2,-35.3,
Chafin, Andrew,605177,2022,.262,87.3,10.6,7.8,65.3,15.6,34.2,54,58,42,28.4,91.5,2137,9.6,-17.4,32.2,82.9,2485,-0.2,-40.7,0.3,84.7,1759,13,-25.3,,,,,,,39.1,91.6,2106,15.1,-20.6,,,,,,,,,,,,67.5,91.6,2119,12.8,-19.2,19,32.2,82.9,2485,-0.2,-40.7,0.3,84.7,1759,13,-25.3,
Clevinger, Mike,605182,2022,.332,88.2,18.8,9.5,67.5,18.4,28.2,39.1,49,51,36.7,93.6,2300,-8.7,-14.2,20.6,79.9,2447,15.6,-44.6,9.7,86.3,1554,-14.4,-26.6,3.4,76.8,2231,6.5,-57.4,13,15,93.2,2242,-14,-16.6,14.6,86.6,2472,4.3,-31.3,,,,,,,66.3,92,2325,-7,-18.5,17,24,79.5,2417,14.4,-46.4,9.7,86.3,1554,-14.4,-26.6,
Cotton, Jharel,605194,2022,.304,88.6,23.9,7.5,72.2,21.5,28.3,35.6,49.5,50.5,44.7,92.7,2263,-8.3,-13,10.4,79.5,2440,12.7,-46.3,40.4,79.7,2392,-13.5,-36.8,4.6,76.2,2614,3.5,-62.8,16,,,,,,,,,,,,,,,,,44.7,92.7,2263,-8.3,-13,20.7,15,78.5,2494,9.9,-51.4,40.4,79.7,2392,-13.5,-36.8,
Davies, Zach,605200,2022,.329,87.4,13,8,64,16.1,24.5,32.6,55.2,44.8,,,,,,1.1,76,2504,15.9,-52.4,33.2,79.7,1672,-14,-34.6,5.8,74.7,2583,10.7,-62.3,16.8,54.1,89.6,2084,-14.8,-21.7,5.8,87.6,2148,-4.8,-22.4,,,,,,,59.9,89.4,2090,-13.9,-21.7,19.1,6.8,74.9,2571,11.5,-60.7,33.2,79.7,1672,-14,-34.6,
Edwards Jr., Carl,605218,2022,.284,87.6,11.9,4.6,66.8,16.4,30.2,42,51.7,48.3,67.7,94.6,2522,1.7,-14.2,,,,,,9.7,90.6,1654,-12.3,-23.4,22.7,80.2,2121,7.9,-52.7,13.1,,,,,,,,,,,,,,,,,67.7,94.6,2522,1.7,-14.2,16.5,22.7,80.2,2121,7.9,-52.7,9.7,90.6,1654,-12.3,-23.4,
Fulmer, Michael,605242,2022,.302,88.3,16.8,4.4,68.4,18.8,27.3,49.7,54.5,45.5,15.6,94.2,2302,-4.1,-15.2,,,,,,6,86.5,1503,-13.3,-32.5,2.1,78.9,2409,12.9,-56.6,18,12.9,94.5,2188,-15.1,-20.3,63.3,90.3,2414,4.3,-26.6,,,,,,,91.9,91.5,2363,0.1,-23.8,11.2,2.1,78.9,2409,12.9,-56.6,6,86.5,1503,-13.3,-32.5,
Holmes, Clay,605280,2022,.243,89,-8.1,1.8,64.8,18.5,30,51.6,52.9,47.1,0.1,98,2266,-8.6,-17,6.6,88.3,2525,2.7,-38.6,,,,,,,,,,,,80.1,97,2208,-16.9,-23.9,,,,,,,,,,,,80.2,97,2208,-16.8,-23.9,17.8,19.8,86,2561,11.1,-39.2,,,,,,
Houser, Adrian,605288,2022,.341,88.7,10.3,5.6,64.6,12.6,25.9,25.9,55.5,44.5,17.7,94.3,2214,-9.4,-15.5,13.4,85,2265,6.1,-36.5,9.5,85.4,1548,-15,-30.7,11.7,81.1,1984,6.7,-55.6,15.5,47.7,93.8,2077,-16.2,-22.6,,,,,,,,,,,,65.4,93.9,2114,-14.4,-20.6,18.4,25.1,83.2,2134,6.4,-45.4,9.5,85.4,1548,-15,-30.7,
Lopez, Jorge,605347,2022,.284,87.3,1.7,4.8,63.8,15.9,27.5,46.3,46.7,53.3,4.5,97.3,2068,-10.3,-13.7,10.7,87.4,2369,7.7,-34.5,15.6,90,1699,-15.8,-30.8,18.8,84.1,2449,9.2,-50.8,15.2,50.5,97.7,1990,-17.2,-20.6,,,,,,,,,,,,55,97.6,1997,-16.6,-20,19.1,29.5,85.3,2420,8.6,-44.9,15.6,90,1699,-15.8,-30.8,
Musgrove, Joe,605397,2022,.282,86.4,11.7,6,61,16.9,32,42.2,49.9,50.1,24,92.9,2559,-4.1,-18.3,24.4,82.9,2715,12.8,-41.8,6.3,86.5,1974,-11.4,-32.7,19.1,81.3,2722,9.6,-55.5,16.8,6.8,92.4,2436,-12.4,-22.9,19.4,90.1,2581,1.6,-24.5,,,,,,,50.2,91.8,2551,-3.1,-21.3,12.5,43.5,82.2,2718,11.4,-47.8,6.3,86.5,1974,-11.4,-32.7,
Nola, Aaron,605400,2022,.259,87.7,12.5,7.1,63.8,18.7,34,46.8,48,52,33.5,92.7,2306,-13,-16.6,,,,,,15,85.9,1482,-15.2,-33.8,26.6,78.6,2589,14.4,-55.7,18.1,18.7,92.2,2197,-16.9,-22.7,6.3,86.8,2209,0.9,-29,,,,,,,58.4,91.9,2261,-12.8,-19.9,18.7,26.6,78.6,2589,14.4,-55.7,15,85.9,1482,-15.2,-33.8,
Romano, Jordan,605447,2022,.284,90.3,12.5,6.9,70.8,23.1,32.4,47.4,48,52,47.9,96.9,2289,-5.3,-11.2,51.8,87.3,2082,4.2,-36.9,,,,,,,,,,,,0.3,96.5,2357,-12.2,-10.5,,,,,,,,,,,,48.2,96.9,2290,-5.4,-11.2,19,51.8,87.3,2082,4.2,-36.9,,,,,,
Snell, Blake,605483,2022,.279,90.1,17.1,7.4,68.6,21.9,30.6,53.2,54.5,45.5,55.5,95.8,2434,5.2,-11.2,24.3,88.9,2389,-4.1,-29.9,5,87.1,1899,13.7,-26.1,15.1,81.4,2297,-12.2,-51,15.6,,,,,,,,,,,,,,,,,55.5,95.8,2434,5.2,-11.2,19.6,39.4,86,2354,-7.2,-38,5,87.1,1899,13.7,-26.1,
Springs, Jeffrey,605488,2022,.282,87.5,14.9,5.9,66.2,23.1,35.4,40.8,51.6,48.4,40.4,91.4,2254,11.4,-15.3,24.8,85.4,2188,-4.5,-32.4,34.7,81.1,1415,13.7,-34.1,,,,,,,0.1,90.1,2316,18.5,-20,,,,,,,,,,,,40.5,91.4,2255,11.4,-15.3,21.2,24.8,85.4,2188,-4.5,-32.4,34.7,81.1,1415,13.7,-34.1,
Thompson, Zach,605507,2022,.347,88.3,11.3,6.4,68,15.8,28.7,40.8,53.5,46.5,16.3,92.3,2386,-2,-18.1,,,,,,8.5,85.7,1864,-12.1,-31.6,20.9,76.6,2244,5,-56.5,11.4,21.1,92.2,2230,-9.7,-24.1,33.3,86.8,2580,3.4,-32.1,,,,,,,70.6,89.6,2431,-1.8,-26.5,9.7,20.9,76.6,2244,5,-56.5,8.5,85.7,1864,-12.1,-31.6,
Warren, Art,605521,2022,.337,90.3,17.7,11.9,66.1,19.1,23.4,58.7,50.3,49.7,41.5,93.5,2248,-5.7,-15.5,58.5,85.5,2513,8.2,-36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,93.5,2248,-5.7,-15.5,17,58.5,85.5,2513,8.2,-36.4,,,,,,
Wisler, Matt,605538,2022,.281,87.5,27.3,11.8,70.6,17.3,24.7,45.7,49.7,50.3,8.5,89.7,1953,-10.1,-17.1,91.3,79.8,2479,8.1,-43.7,0.1,80.1,1105,12.8,-46.5,,,,,,,,,,,,,,,,,,,,,,,8.5,89.7,1953,-10.1,-17.1,20.1,91.3,79.8,2479,8.1,-43.7,0.1,80.1,1105,12.8,-46.5,
Woodruff, Brandon,605540,2022,.277,88.8,16.8,7.1,66.9,23.5,31.4,47.8,49.4,50.6,38.4,96.3,2350,-6,-12.1,11.3,88,2408,3.8,-32,16.3,86.1,2008,-15.8,-28,12.6,84,2497,2.5,-46,8.1,21.5,95.8,2286,-14,-15.9,,,,,,,,,,,,59.9,96.1,2327,-8.8,-13.5,19,23.8,85.9,2455,3.1,-39.4,16.3,86.1,2008,-15.8,-28,
Gallegos, Giovanny,606149,2022,.267,89.8,24,9,71.5,21.9,34.3,60,51.6,48.4,47.9,94.3,2386,-7.5,-12.3,47.2,85.5,2475,0.3,-36.5,5,87.1,1910,-9.7,-19.7,,,,,,,,,,,,,,,,,,,,,,,47.9,94.3,2386,-7.5,-12.3,20.3,47.2,85.5,2475,0.3,-36.5,5,87.1,1910,-9.7,-19.7,
Montero, Rafael,606160,2022,.257,86.3,7.9,2.9,65.2,25.8,30.6,32.4,55.4,44.6,45.6,96.4,2335,-9.3,-13.8,12.2,87.9,2345,6,-32.6,19.4,91.1,2056,-16.9,-27.5,,,,,,,22.9,95.9,2233,-16.2,-21.4,,,,,,,,,,,,68.4,96.2,2301,-11.6,-16.3,18.5,12.2,87.9,2345,6,-32.6,19.4,91.1,2056,-16.9,-27.5,
Payamps, Joel,606303,2022,.305,89,6.5,7.7,68.7,15.8,27.3,38,52.6,47.4,27.5,94.8,2422,-9,-14.7,36.1,82.2,2718,10.3,-44.4,13.7,88.9,1993,-16.6,-30.8,,,,,,,22.7,94.3,2267,-15.7,-21.8,,,,,,,,,,,,50.2,94.6,2352,-12,-17.9,18.2,36.1,82.2,2718,10.3,-44.4,13.7,88.9,1993,-16.6,-30.8,
Garcia, Jarlin,606424,2022,.320,88.8,16.7,10.8,67,18.2,27.8,42.5,47.5,52.5,42.9,93.8,2201,14.8,-18.1,28.3,82.7,2251,-5.9,-39.1,28.9,85.2,2112,16.2,-27.8,,,,,,,,,,,,,,,,,,,,,,,42.9,93.8,2201,14.8,-18.1,19.8,28.3,82.7,2251,-5.9,-39.1,28.9,85.2,2112,16.2,-27.8,
Moronta, Reyes,606625,2022,.283,86.2,23,6.8,64.8,18.7,28.3,42.1,54.5,45.5,53.2,95.3,2348,-6.1,-13.7,37,82.1,2490,12.8,-39,9.9,89,1943,-17,-29,,,,,,,,,,,,,,,,,,,,,,,53.2,95.3,2348,-6.1,-13.7,17.6,37,82.1,2490,12.8,-39,9.9,89,1943,-17,-29,
Rodon, Carlos,607074,2022,.254,89,19.4,6.5,68.5,23.5,31.2,48.1,50,50,61.2,95.5,2349,6,-12,31.1,85.4,2447,-8.1,-38.6,2,84.6,1757,13.7,-27.4,5.7,79.8,2454,-6.4,-55.5,14,,,,,,,,,,,,,,,,,61.2,95.5,2349,6,-12,19.1,36.9,84.5,2448,-7.8,-41.2,2,84.6,1757,13.7,-27.4,
Weems, Jordan,607179,2022,.287,90.6,20.6,7.1,75.7,18.8,32.3,38.8,48.6,51.4,63.8,96.8,2134,-6.8,-11.1,24,88.2,2234,6,-32.7,9.2,87.3,992,-10,-29.5,3,80.1,2185,16.2,-44.9,16.7,,,,,,,,,,,,,,,,,63.8,96.8,2134,-6.8,-11.1,19.5,27,87.3,2229,7.1,-34.1,9.2,87.3,992,-10,-29.5,
Fedde, Erick,607200,2022,.356,89.5,13.4,8.1,65.9,13,22,33.1,52.1,47.9,,,,,,,,,,,3.6,86,1516,-14.6,-34.7,28.7,78.4,2389,14.7,-46.9,15.2,40.1,92.5,1877,-8.8,-22.1,27.6,89.2,2123,1.8,-26.7,,,,,,,67.7,91.2,1977,-4.5,-24,11.3,28.7,78.4,2389,14.7,-46.9,3.6,86,1516,-14.6,-34.7,
Krehbiel, Joey,607216,2022,.313,86.8,13.4,7.3,67.7,17.1,27.8,32.7,54,46,34.7,94.4,2175,-9.9,-15,3.8,79.8,2478,13.1,-44.7,33.2,84.3,1495,-14.1,-36.2,,,,,,,,,,,,28.4,86.3,2465,6.6,-31.6,,,,,,,63.1,90.8,2305,-2.5,-22.5,14.3,3.8,79.8,2478,13.1,-44.7,33.2,84.3,1495,-14.1,-36.2,
Garrett, Amir,607237,2022,.296,88.3,17.8,6.4,63.1,17.7,25.3,45.9,54.5,45.5,40.7,94.2,2227,11.2,-16.6,56.5,84.7,1848,-1.5,-32.8,,,,,,,,,,,,2.9,93.4,2150,16.7,-22,,,,,,,,,,,,43.5,94.1,2222,11.6,-17,18.4,56.5,84.7,1848,-1.5,-32.8,,,,,,
Martinez, Nick,607259,2022,.304,86.5,11.5,8.1,64.2,15.6,32.5,43,52.4,47.6,26.3,93.4,2336,-7.2,-14.3,,,,,,25.5,79.7,1718,-13.4,-38.2,15.9,81.7,2605,2.4,-58.4,17.3,14.6,93.3,2347,-14.9,-17.5,17.7,88.6,2380,1.7,-26.9,,,,,,,58.6,91.9,2352,-6.4,-18.9,16,15.9,81.7,2605,2.4,-58.4,25.5,79.7,1718,-13.4,-38.2,
Freeland, Kyle,607536,2022,.346,89.8,12.7,9.7,69,13,27.6,38.8,51.9,48.1,23.2,90.3,2389,5.9,-19.9,22.5,85.5,2376,-1.4,-32.6,13.9,84.8,1485,10.9,-30.6,18.2,80.9,2446,-4.3,-48.5,8.4,22.1,89.6,2358,13,-27.5,,,,,,,,,,,,45.3,90,2374,9.3,-23.6,14.7,40.7,83.4,2407,-2.7,-39.7,13.9,84.8,1485,10.9,-30.6,
Lugo, Seth,607625,2022,.290,88.5,10.9,8.2,62.6,14.6,22.1,48.3,49.4,50.6,28.9,94.4,2243,-8.3,-13.4,13.5,88.9,2441,2.7,-27.7,1.7,87.6,1774,-15.1,-25.9,34,79.8,3253,10.7,-60.8,20.4,21.9,94.4,2317,-15.6,-18.3,,,,,,,,,,,,50.8,94.4,2275,-11.4,-15.5,19.7,47.5,82.4,3022,8.4,-51.4,1.7,87.6,1774,-15.1,-25.9,
Estevez, Carlos,608032,2022,.316,89.6,17.6,7.6,76.8,21.3,24.4,23.6,50.9,49.1,70.6,97.5,2241,-10,-14.1,14.9,87.3,2280,5.1,-35.1,14.5,88.4,1660,-10.6,-28.4,,,,,,,,,,,,,,,,,,,,,,,70.6,97.5,2241,-10,-14.1,17.8,14.9,87.3,2280,5.1,-35.1,14.5,88.4,1660,-10.6,-28.4,
De Jong, Chase,608328,2022,.306,88.4,20.3,8.6,66.5,14.7,26.5,47,53.9,46.1,46.6,92.8,2412,-1.2,-13.2,29.2,83.6,2428,4.4,-40.6,1,86.4,1646,-12.6,-26.2,22.9,77.7,2557,6.3,-59.4,15.3,0.3,93.4,2416,-8.6,-11,,,,,,,,,,,,46.8,92.8,2412,-1.2,-13.2,18.8,52.1,81,2485,5.2,-48.9,1,86.4,1646,-12.6,-26.2,
Fried, Max,608331,2022,.264,86.2,7.6,4,67.9,15.9,34.1,42.9,53.9,46.1,32.4,94,2138,1.7,-18.5,18.5,87.4,2392,-3.8,-34.9,14.1,86.5,1411,12.9,-32.4,21.5,74.2,2748,-9.5,-66.8,19.1,13.3,93.6,2036,11,-21.6,,,,,,,,,,,,45.8,93.9,2108,4.4,-19.4,13.3,40.2,80.3,2583,-6.9,-52,14.1,86.5,1411,12.9,-32.4,
Giolito, Lucas,608337,2022,.318,88.8,12.6,7.5,67.5,17.3,29,52.2,52.3,47.7,47.7,92.6,2172,-5.4,-13.9,23.6,84.4,1959,3.5,-37.2,25.5,81,1448,-11.3,-30.5,3.2,79.2,2348,7.2,-56.3,14.6,,,,,,,,,,,,,,,,,47.7,92.6,2172,-5.4,-13.9,19,26.8,83.8,2006,3.9,-39.5,25.5,81,1448,-11.3,-30.5,
Irvin, Cole,608344,2022,.324,89.4,15.5,9.6,71.2,16.2,30.4,31.8,47.1,52.9,36.1,90.7,1975,9.8,-17.1,,,,,,18.4,83,1554,13.3,-32.5,20.7,77.5,2074,-8.2,-49.6,10.2,22.9,90.3,1943,14.3,-21.5,2,87.1,2012,1.3,-28,,,,,,,60.9,90.4,1965,11.2,-19.1,18.7,20.7,77.5,2074,-8.2,-49.6,18.4,83,1554,13.3,-32.5,
Knebel, Corey,608349,2022,.303,88.7,15,5.7,64.9,18.9,26.5,45,52.7,47.3,69.8,95.6,2369,-3.8,-12.5,3,79.6,2543,18.5,-49.3,,,,,,27.2,78.7,2832,10.3,-62.5,20.5,,,,,,,,,,,,,,,,,69.8,95.6,2369,-3.8,-12.5,18.1,30.2,78.8,2803,11.1,-61.2,,,,,,
Wacha, Michael,608379,2022,.329,88.2,12.8,9.6,71.7,15.6,29.3,33.3,50,50,33,93,2122,-6.7,-12.4,,,,,,29.8,84.3,1583,-12.5,-26.2,7.4,74.7,2173,10.3,-58.8,14.3,12.6,92.6,2052,-11.7,-15.3,17.2,88.8,2052,1.2,-23.4,,,,,,,62.8,91.8,2089,-5.6,-16,18,7.4,74.7,2173,10.3,-58.8,29.8,84.3,1583,-12.5,-26.2,
Marquez, German,608566,2022,.327,90.5,9.1,7.1,69.2,13.2,28.7,48.5,48.1,51.9,29.8,95.6,2138,-8.9,-16.6,20.9,87.7,2389,0.3,-31.1,3,87.8,1595,-10.2,-27.7,22.1,86.5,2577,1.1,-38.3,3.3,24.2,95.1,2111,-14.3,-21,,,,,,,,,,,,54,95.4,2126,-11.3,-18.6,16.6,42.9,87.1,2486,0.7,-34.8,3,87.8,1595,-10.2,-27.7,
Duffey, Tyler,608648,2022,.360,90.6,10,8.5,69,17.9,29,39.5,55.9,44.1,37.6,92.3,2276,-4.4,-16.4,12.8,83.7,2381,11.6,-41.3,4.6,79.1,1863,-12.3,-33.5,30.2,82.2,2498,6.9,-52.3,13.7,14.8,92.4,2402,-14.2,-24.5,,,,,,,,,,,,52.4,92.3,2311,-7.1,-18.7,16.3,43,82.7,2463,8.3,-49,4.6,79.1,1863,-12.3,-33.5,
Graveman, Kendall,608665,2022,.292,88.1,6,4.2,65.9,21.3,28.5,39,53.8,46.2,11.9,96.6,2373,-9,-13.9,27.8,88.7,2495,5.2,-32.2,13.7,90.7,1764,-14,-28.2,3.6,83.3,2494,6.9,-44.3,9.1,43,96.5,2228,-15.5,-18.9,,,,,,,,,,,,54.9,96.5,2260,-14.1,-17.8,18.6,31.4,88.1,2494,5.4,-33.6,13.7,90.7,1764,-14,-28.2,
Leone, Dominic,608678,2022,.300,89.9,16.2,6.2,76.1,19.3,40.5,58.2,58,42,37,95.5,2323,-6.1,-14.4,35.7,85.1,2453,5.1,-40.5,,,,,,,,,,,,0.1,94.8,2269,-12.7,-20.4,27.1,91.4,2404,3.5,-24.8,,,,,,,64.3,93.8,2357,-2.1,-18.8,13.5,35.7,85.1,2453,5.1,-40.5,,,,,,
